sn_region;sn_locality;sn_section;sub_plot;group_of_plots;sn_site;small_138_cover;small_142_cover;small_146_cover;small_150_cover;small_153_cover;small_211_cover;days_snow_water;date_snow_free;days_pick;days_bull;date_pick;date_bull;date_disturbance;pick_pa;bull_pa;veg_small_1;veg_small_2;field_class_small;field_class_s;field_class_vier;field_class_drei;field_class_large;field_class_large_x;veg_dry;veg_cru;veg_bgr;veg_hea;veg_roc;veg_hmo;veg_lit;veg_gra;veg_cas;veg_mgr;veg_meq;veg_wet;veg_mbr;veg_mwg;veg_wat;goose_count_advent_138;goose_count_advent_142;goose_count_advent_146;goose_count_advent_150;goose_count_advent_153;goose_cum_advent_138;goose_cum_advent_142;goose_cum_advent_146;goose_cum_advent_150;goose_cum_advent_153;goose_count_todalen_138;goose_count_todalen_142;goose_count_todalen_146;goose_count_todalen_150;goose_count_todalen_153;goose_cum_todalen_138;goose_cum_todalen_142;goose_cum_todalen_146;goose_cum_todalen_150;goose_cum_todalen_153
svalbard;ADV;END;t2bw2;t2b;t2;n;n;n;n;n;n;0;138;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2bw3;t2b;t2;s;s;s;p;b;b;3;150;1;2;150;153;150;1;1;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2bw4;t2b;t2;s;s;n;n;b;p;2;146;;3;;153;153;0;1;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2cn1;t2c;t2;s;s;s;n;n;n;3;150;;;;;;0;0;c;mh;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2cn2;t2c;t2;s;s;s;s;s;n;5;late;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2cn3;t2c;t2;s;s;s;s;s;n;5;late;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2cn4;t2c;t2;s;s;s;s;s;n;5;late;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ce1;t2c;t2;s;s;n;n;n;n;2;146;;;;;;0;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ce2;t2c;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ce3;t2c;t2;s;s;s;s;s;n;5;late;;;;;;0;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ce4;t2c;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2cs1;t2c;t2;s;s;s;n;n;n;3;150;;;;;;0;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2cs2;t2c;t2;s;s;s;s;s;n;5;late;;;;;;0;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2cs3;t2c;t2;s;s;s;s;s;n;5;late;;;;;;0;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2cs4;t2c;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;d;moss_herbaceous;mgr;moist;moist;moist;moist;1;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2cw1;t2c;t2;s;s;n;n;n;p;2;146;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2cw2;t2c;t2;s;s;s;s;s;n;5;late;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2cw3;t2c;t2;s;s;s;s;s;p;5;late;;;;;;0;0;mw;c;wetland_moss;wet;wet;wet;wet;wet;;1;;;;;;;;;;1;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2cw4;t2c;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2dn1;t2d;t2;s;s;s;n;n;n;3;150;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2dn2;t2d;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2dn3;t2d;t2;s;s;s;n;n;n;3;150;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2dn4;t2d;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2de1;t2d;t2;s;s;s;p;n;n;3;150;1;;150;;150;1;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2de2;t2d;t2;s;s;s;p;p;n;3;150;1;;150;;150;1;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2de3;t2d;t2;s;s;s;s;p;n;4;153;1;;153;;153;1;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2de4;t2d;t2;s;s;s;p;p;n;3;150;1;;150;;150;1;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ds1;t2d;t2;s;s;s;n;p;n;3;150;2;;153;;153;1;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ds2;t2d;t2;s;s;s;s;s;n;5;late;;;;;;0;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ds3;t2d;t2;s;s;s;s;s;p;5;late;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ds4;t2d;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2dw1;t2d;t2;s;s;s;n;n;n;3;150;;;;;;0;0;mh;me;moss_herbaceous;meq;moist;moist;moist;moist;;;;;;;;;;1;1;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2dw2;t2d;t2;s;s;s;n;n;n;3;150;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2dw3;t2d;t2;s;s;s;n;n;n;3;150;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2dw4;t2d;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2en1;t2e;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2en2;t2e;t2;s;s;s;n;n;p;3;150;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2en3;t2e;t2;s;s;s;n;n;p;3;150;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2en4;t2e;t2;s;s;s;n;n;n;3;150;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ee1;t2e;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ee2;t2e;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ee3;t2e;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ee4;t2e;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2es1;t2e;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2es2;t2e;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2es3;t2e;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2es4;t2e;t2;s;s;s;s;n;n;4;153;;;;;;0;0;mh;me;moss_herbaceous;meq;moist;moist;moist;moist;;;;;;;;;;1;1;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ew1;t2e;t2;s;s;s;s;b;;4;153;;1;;153;153;0;1;;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ew2;t2e;t2;s;s;s;s;n;;4;153;;;;;;0;0;;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ew3;t2e;t2;s;s;s;p;b;;3;150;1;2;150;153;150;1;1;;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t2ew4;t2e;t2;s;s;s;s;n;;4;153;;;;;;0;0;;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3an1;t3a;t3;p;p;p;p;p;b;0;138;1;;138;;138;1;0;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3an2;t3a;t3;n;n;p;n;n;p;0;134;3;;146;;146;1;0;ms;hg;graminoid_heath;hea;dry;dry;dry;dry;;;;1;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3an3;t3a;t3;n;n;n;n;n;n;0;134;;;;;;0;0;ms;lit;dryas_heath;hmo;hmo;dry;dry;hmo;;;;;;1;1;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3an4;t3a;t3;n;n;n;n;n;n;0;134;;;;;;0;0;c;hg;graminoid_heath;hea;dry;dry;dry;dry;;1;;1;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3ae1;t3a;t3;p;p;p;p;b;b;0;138;1;;138;;138;1;0;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3ae2;t3a;t3;n;p;p;p;n;n;0;138;2;;142;;142;1;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3ae3;t3a;t3;s;n;p;n;n;n;1;142;2;;146;;146;1;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3ae4;t3a;t3;n;n;n;n;n;n;0;134;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3as1;t3a;t3;p;p;p;p;p;n;0;138;1;;138;;138;1;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3as2;t3a;t3;s;s;n;n;w;n;2;146;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3as3;t3a;t3;s;s;n;n;n;p;2;146;;;;;;0;0;mh;cas;cassiope;cas;dry;dry;dry;dry;;;;;;;;;1;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3as4;t3a;t3;n;n;n;n;n;n;0;138;;;;;;0;0;cas;d;cassiope;cas;dry;dry;dry;dry;1;;;;;;;;1;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3aw1;t3a;t3;p;p;p;p;p;n;0;138;1;;138;;138;1;0;ms;;dryas_heath;hmo;hmo;dry;dry;hmo;;;;;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3aw2;t3a;t3;n;n;n;n;n;n;0;138;;;;;;0;0;c;ms;dryas_heath;hmo;hmo;dry;dry;hmo;;1;;;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3aw3;t3a;t3;n;n;n;n;n;n;0;138;;;;;;0;0;c;g;dryas_heath;cru;na;na;dry;dry;;1;;;;;;1;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3aw4;t3a;t3;n;n;n;n;n;n;0;138;;;;;;0;0;c;hg;graminoid_heath;hea;dry;dry;dry;dry;;1;;1;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3bn1;t3b;t3;b;b;b;b;b;b;0;134;;1;;138;138;0;1;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3bn2;t3b;t3;p;p;p;b;n;p;0;138;1;4;138;150;138;1;1;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3bn3;t3b;t3;n;n;n;n;n;n;0;138;;;;;;0;0;mh;cas;cassiope;cas;dry;dry;dry;dry;;;;;;;;;1;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3bn4;t3b;t3;n;p;n;n;p;n;0;138;2;;142;;142;1;0;mh;cas;cassiope;cas;dry;dry;dry;dry;;;;;;;;;1;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3be1;t3b;t3;s;b;b;b;b;b;1;142;;1;;142;142;0;1;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3be2;t3b;t3;s;s;s;p;b;b;3;150;1;2;150;153;150;1;1;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3be3;t3b;t3;n;n;n;p;n;n;0;138;4;;150;;150;1;0;mh;lit;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;1;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3be4;t3b;t3;n;n;n;n;n;n;0;134;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3bs1;t3b;t3;n;b;b;b;b;b;0;138;;2;;142;142;0;1;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3bs2;t3b;t3;s;s;s;s;w;b;5;153;;;;;;0;0;mwb;;wetland_moss;wet;wet;wet;wet;wet;;;;;;;;;;;;1;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3bs3;t3b;t3;s;s;s;n;n;n;3;150;;;;;;0;0;mh;lit;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;1;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3bs4;t3b;t3;s;s;s;n;n;p;3;150;;;;;;0;0;mh;lit;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;1;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3bw1;t3b;t3;b;b;b;b;b;b;0;134;;1;;138;138;0;1;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
