sn_region;sn_locality;sn_section;sub_plot;group_of_plots;sn_site;small_138_cover;small_142_cover;small_146_cover;small_150_cover;small_153_cover;small_211_cover;days_snow_water;date_snow_free;days_pick;days_bull;date_pick;date_bull;date_disturbance;pick_pa;bull_pa;veg_small_1;veg_small_2;field_class_small;field_class_s;field_class_vier;field_class_drei;field_class_large;field_class_large_x;veg_dry;veg_cru;veg_bgr;veg_hea;veg_roc;veg_hmo;veg_lit;veg_gra;veg_cas;veg_mgr;veg_meq;veg_wet;veg_mbr;veg_mwg;veg_wat;goose_count_advent_138;goose_count_advent_142;goose_count_advent_146;goose_count_advent_150;goose_count_advent_153;goose_cum_advent_138;goose_cum_advent_142;goose_cum_advent_146;goose_cum_advent_150;goose_cum_advent_153;goose_count_todalen_138;goose_count_todalen_142;goose_count_todalen_146;goose_count_todalen_150;goose_count_todalen_153;goose_cum_todalen_138;goose_cum_todalen_142;goose_cum_todalen_146;goose_cum_todalen_150;goose_cum_todalen_153
svalbard;ADV;END;t3bw2;t3b;t3;n;b;b;b;b;b;0;134;;2;;142;142;0;1;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3bw3;t3b;t3;n;n;n;n;n;n;0;134;;;;;;0;0;cas;lit;cassiope;cas;dry;dry;dry;dry;;;;;;;1;;1;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3bw4;t3b;t3;n;n;n;n;n;n;0;134;;;;;;0;0;mh;lit;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;1;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3cn1;t3c;t3;s;s;s;n;n;n;3;150;;;;;;0;0;c;hg;graminoid_heath;hea;dry;dry;dry;dry;;1;;1;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3cn2;t3c;t3;s;s;s;s;n;n;4;153;;;;;;0;0;ms;d;dryas_heath;dry;dry;dry;dry;dry;1;;;;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3cn3;t3c;t3;s;s;s;n;n;n;3;150;;;;;;0;0;c;d;dryas_heath;dry;dry;dry;dry;dry;1;1;;;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3cn4;t3c;t3;s;s;s;s;n;n;4;153;;;;;;0;0;hg;ms;graminoid_heath;hea;dry;dry;dry;dry;;;;1;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3ce1;t3c;t3;s;s;s;s;n;n;4;153;;;;;;0;0;c;hg;graminoid_heath;hea;dry;dry;dry;dry;;1;;1;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3ce2;t3c;t3;s;s;s;s;n;n;4;153;;;;;;0;0;cas;;cassiope;cas;dry;dry;dry;dry;;;;;;;;;1;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3ce3;t3c;t3;s;s;s;s;n;n;4;153;;;;;;0;0;g;cas;cassiope;cas;dry;dry;dry;dry;;;;;;;;1;1;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3ce4;t3c;t3;s;s;s;s;n;n;4;153;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3cs1;t3c;t3;s;s;s;s;n;n;4;153;;;;;;0;0;c;;dryas_heath;cru;na;na;dry;dry;;1;;;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3cs2;t3c;t3;s;s;s;s;s;n;5;late;;;;;;0;0;b;ms;dryas_heath;hmo;hmo;dry;dry;hmo;;;1;;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3cs3;t3c;t3;s;s;s;s;n;n;4;153;;;;;;0;0;mh;cas;cassiope;cas;dry;dry;dry;dry;;;;;;;;;1;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3cs4;t3c;t3;s;s;s;s;s;p;5;late;;;;;;0;0;mh;lit;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;1;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3cw1;t3c;t3;s;s;s;s;n;n;4;153;;;;;;0;0;g;;dryas_heath;gra;na;na;dry;dry;;;;;;;;1;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3cw2;t3c;t3;s;s;s;n;n;n;3;150;;;;;;0;0;c;hg;graminoid_heath;hea;dry;dry;dry;dry;;1;;1;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3cw3;t3c;t3;s;s;s;n;n;n;3;150;;;;;;0;0;d;r;dryas_heath;dry;dry;dry;dry;dry;1;;;;1;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3cw4;t3c;t3;s;s;s;s;n;n;4;153;;;;;;0;0;c;ms;dryas_heath;hmo;hmo;dry;dry;hmo;;1;;;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3dn1;t3d;t3;;n;n;n;n;n;0;138;;;;;;0;0;c;hg;graminoid_heath;hea;dry;dry;dry;dry;;1;;1;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3dn2;t3d;t3;;n;n;n;n;n;0;138;;;;;;0;0;ms;;dryas_heath;hmo;hmo;dry;dry;hmo;;;;;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3dn3;t3d;t3;;n;n;n;n;n;0;138;;;;;;0;0;ms;c;dryas_heath;hmo;hmo;dry;dry;hmo;;1;;;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3dn4;t3d;t3;;n;n;n;n;n;0;134;;;;;;0;0;hg;;graminoid_heath;hea;dry;dry;dry;dry;;;;1;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3de1;t3d;t3;;n;n;n;n;n;0;138;;;;;;0;0;c;ms;dryas_heath;hmo;hmo;dry;dry;hmo;;1;;;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3de2;t3d;t3;;n;n;n;n;n;0;138;;;;;;0;0;hg;;graminoid_heath;hea;dry;dry;dry;dry;;;;1;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3de3;t3d;t3;;n;n;n;n;n;0;138;;;;;;0;0;hg;;graminoid_heath;hea;dry;dry;dry;dry;;;;1;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3de4;t3d;t3;;n;n;n;n;n;0;138;;;;;;0;0;hg;;graminoid_heath;hea;dry;dry;dry;dry;;;;1;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3ds1;t3d;t3;;n;n;n;n;n;0;138;;;;;;0;0;hg;;graminoid_heath;hea;dry;dry;dry;dry;;;;1;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3ds2;t3d;t3;;n;n;n;n;n;0;138;;;;;;0;0;ms;c;dryas_heath;hmo;hmo;dry;dry;hmo;;1;;;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3ds3;t3d;t3;;n;n;p;p;n;0;138;4;;150;;150;1;0;ms;;dryas_heath;hmo;hmo;dry;dry;hmo;;;;;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3ds4;t3d;t3;;n;p;p;p;p;0;138;3;;146;;146;1;0;hg;d;graminoid_heath;dry;dry;dry;dry;dry;1;;;1;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3dw1;t3d;t3;;p;p;p;p;p;0;138;1;;142;;142;1;0;ms;hg;graminoid_heath;hea;dry;dry;dry;dry;;;;1;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3dw2;t3d;t3;;n;n;n;n;n;0;138;;;;;;0;0;ms;d;dryas_heath;dry;dry;dry;dry;dry;1;;;;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3dw3;t3d;t3;;n;n;n;n;n;0;138;;;;;;0;0;ms;c;dryas_heath;hmo;hmo;dry;dry;hmo;;1;;;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t3dw4;t3d;t3;;n;n;n;n;n;0;138;;;;;;0;0;d;hg;graminoid_heath;dry;dry;dry;dry;dry;1;;;1;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4an1;t4a;t4;;b;b;b;b;b;0;134;;1;;142;142;0;1;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4an2;t4a;t4;;b;n;b;b;b;0;134;;1;;142;142;0;1;mhb;mh;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4an3;t4a;t4;;b;b;b;b;b;0;138;;1;;142;142;0;1;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4an4;t4a;t4;;p;b;b;b;p;0;138;1;3;142;146;142;1;1;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4ae1;t4a;t4;b;b;b;b;b;b;0;134;;1;;138;138;0;1;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4ae2;t4a;t4;b;b;b;b;b;p;0;138;;1;;138;138;0;1;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4ae3;t4a;t4;b;b;p;b;b;b;0;138;;1;;138;138;1;1;mb;b;wetland_moss;wet;wet;wet;wet;wet;;;1;;;;;;;;;;1;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4ae4;t4a;t4;p;p;p;p;p;p;0;138;1;;138;;138;1;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4as1;t4a;t4;b;b;b;b;b;b;0;134;;1;;138;138;0;1;c;;moss_herbaceous;cru;na;na;moist;moist;;1;;;;;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4as2;t4a;t4;b;p;p;b;b;p;0;134;;1;;138;138;1;1;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4as3;t4a;t4;p;p;p;p;p;n;0;134;1;;138;;138;1;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4as4;t4a;t4;p;p;n;n;p;n;0;138;1;;138;;138;1;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4aw1;t4a;t4;b;b;b;b;b;b;0;134;;1;;138;138;0;1;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4aw2;t4a;t4;n;n;n;n;n;n;0;134;;1;;;;0;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4aw3;t4a;t4;n;n;n;n;n;n;0;134;;;;;;0;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4aw4;t4a;t4;n;n;p;p;p;n;0;134;3;;146;;146;1;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4bn1;t4b;t4;b;b;b;b;b;b;0;138;;1;;138;138;0;1;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4bn2;t4b;t4;n;b;p;b;n;b;0;138;;2;;142;142;1;1;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4bn3;t4b;t4;p;p;p;b;n;n;0;138;1;4;138;150;138;1;1;me;c;wetland_moss;meq;moist;moist;moist;moist;;1;;;;;;;;;1;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4bn4;t4b;t4;n;n;n;n;n;n;0;134;;;;;;0;0;ms;c;dryas_heath;hmo;hmo;dry;dry;dry;;1;;;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4be1;t4b;t4;p;w;b;w;w;b;0;138;1;3;138;146;138;1;1;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4be2;t4b;t4;p;p;p;p;p;n;0;138;1;;138;;138;1;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4be3;t4b;t4;n;n;p;n;n;n;0;138;3;;146;;146;1;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4be4;t4b;t4;n;p;p;b;b;p;0;138;2;4;142;150;142;1;1;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4bs1;t4b;t4;p;p;p;p;p;p;0;138;1;;138;;138;1;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4bs2;t4b;t4;p;b;b;b;b;b;0;138;1;2;138;142;138;1;1;mhb;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4bs3;t4b;t4;s;w;b;w;w;n;0;142;;3;;146;146;0;1;mb;;wetland_moss;wet;wet;wet;wet;wet;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4bs4;t4b;t4;n;p;p;n;n;n;0;138;2;;142;;142;1;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4bw1;t4b;t4;n;w;b;n;w;b;0;138;;3;;146;146;0;1;mhb;mh;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4bw2;t4b;t4;n;n;n;p;n;n;0;134;4;;150;;150;1;0;c;me;wetland_moss;meq;moist;moist;moist;moist;;1;;;;;;;;;1;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4bw3;t4b;t4;b;b;p;n;p;b;0;134;;1;;138;138;1;1;mhb;c;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4bw4;t4b;t4;w;b;b;b;b;b;0;138;;2;;142;142;0;1;meb;;wetland_moss;meq;moist;moist;moist;moist;;;;;;;;;;;1;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4cn1;t4c;t4;s;s;s;s;n;n;4;153;;;;;;0;0;me;;wetland_moss;meq;moist;moist;moist;moist;;;;;;;;;;;1;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4cn2;t4c;t4;s;s;s;s;p;p;4;153;1;;153;;153;1;0;mh;me;moss_herbaceous;meq;moist;moist;moist;moist;;;;;;;;;;1;1;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4cn3;t4c;t4;s;s;s;s;n;n;4;153;;;;;;0;0;me;c;wetland_moss;meq;moist;moist;moist;moist;;1;;;;;;;;;1;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4cn4;t4c;t4;s;s;s;s;n;n;4;153;;;;;;0;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4ce1;t4c;t4;s;s;s;s;n;n;4;153;;;;;;0;0;mh;me;moss_herbaceous;meq;moist;moist;moist;moist;;;;;;;;;;1;1;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4ce2;t4c;t4;s;s;s;s;p;n;4;153;1;;153;;153;1;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4ce3;t4c;t4;s;s;s;s;n;n;4;153;;;;;;0;0;mh;lit;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;1;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4ce4;t4c;t4;s;s;s;s;n;n;4;153;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4cs1;t4c;t4;s;s;s;n;n;n;3;150;;;;;;0;0;ms;c;dryas_heath;hmo;hmo;dry;dry;hmo;;1;;;;1;;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4cs2;t4c;t4;s;s;s;s;p;n;4;153;1;;153;;153;1;0;ms;lit;dryas_heath;hmo;hmo;dry;dry;hmo;;;;;;1;1;;;;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4cs3;t4c;t4;s;s;s;n;n;n;3;150;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4cs4;t4c;t4;s;s;s;n;n;n;3;150;;;;;;0;0;mh;;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4cw1;t4c;t4;s;s;s;s;n;n;4;153;;;;;;0;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4cw2;t4c;t4;s;s;s;s;n;n;4;153;;;;;;0;0;mh;c;moss_herbaceous;mgr;moist;moist;moist;moist;;1;;;;;;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
svalbard;ADV;END;t4cw3;t4c;t4;s;s;s;n;n;n;3;150;;;;;;0;0;mh;lit;moss_herbaceous;mgr;moist;moist;moist;moist;;;;;;;1;;;1;;;;;;565;967;1532;1062;335;2556;5785;10606;16306;18037;43;54;110;139;126;282;418;858;1342;1745
